total_households,households_with_0_vehicles,households_with_1_vehicle,households_with_2_vehicles,households_with_3_vehicles,households_with_4_vehicles,households_with_5_vehicles,households_with_6_vehicles,households_with_7_vehicles,households_with_8_or_more_vehicles,state,county,tract,households_with_vehicles,vehicle_ownership_rate,tract_geoid
586.0,0.0,150.0,260.0,131.0,30.0,15.0,612.0,68.0,345.0,20,015,020400,1611.0,2.749146757679181,20015020400
1382.0,13.0,444.0,809.0,57.0,16.0,43.0,1007.0,64.0,497.0,20,015,020500,2937.0,2.125180897250362,20015020500
1368.0,9.0,174.0,576.0,402.0,154.0,53.0,165.0,6.0,50.0,20,015,020601,1580.0,1.154970760233918,20015020601
1076.0,20.0,165.0,458.0,283.0,86.0,64.0,165.0,7.0,47.0,20,015,020602,1275.0,1.1849442379182156,20015020602
1155.0,27.0,234.0,456.0,343.0,95.0,0.0,474.0,95.0,193.0,20,015,020700,1890.0,1.6363636363636365,20015020700
594.0,9.0,143.0,210.0,169.0,63.0,0.0,576.0,65.0,298.0,20,015,020800,1524.0,2.5656565656565657,20015020800
1514.0,9.0,120.0,389.0,480.0,371.0,145.0,126.0,0.0,17.0,20,015,020901,1648.0,1.0885072655217967,20015020901
1303.0,21.0,98.0,554.0,439.0,132.0,59.0,226.0,35.0,67.0,20,015,020902,1610.0,1.2356101304681504,20015020902
1008.0,0.0,202.0,310.0,302.0,143.0,51.0,232.0,15.0,89.0,20,015,020903,1344.0,1.3333333333333333,20015020903
824.0,20.0,161.0,259.0,223.0,93.0,68.0,239.0,30.0,113.0,20,017,960600,1186.0,1.4393203883495145,20017960600
1035.0,15.0,291.0,315.0,250.0,80.0,84.0,259.0,53.0,77.0,20,019,964600,1409.0,1.3613526570048309,20019964600
646.0,4.0,147.0,225.0,157.0,35.0,78.0,189.0,46.0,35.0,20,021,958100,912.0,1.411764705882353,20021958100
663.0,6.0,88.0,135.0,320.0,102.0,12.0,80.0,0.0,15.0,20,021,958200,752.0,1.134238310708899,20021958200
889.0,9.0,246.0,317.0,200.0,90.0,27.0,645.0,141.0,321.0,20,021,958300,1987.0,2.235095613048369,20021958300
1098.0,9.0,173.0,467.0,257.0,166.0,26.0,263.0,17.0,149.0,20,021,958400,1518.0,1.3825136612021858,20021958400
824.0,14.0,280.0,311.0,175.0,31.0,13.0,542.0,113.0,319.0,20,021,958500,1784.0,2.1650485436893203,20021958500
1208.0,57.0,261.0,506.0,304.0,68.0,12.0,496.0,144.0,205.0,20,021,958600,1996.0,1.6523178807947019,20021958600
973.0,15.0,200.0,357.0,248.0,106.0,47.0,256.0,34.0,105.0,20,023,950200,1353.0,1.3905447070914696,20023950200
660.0,15.0,143.0,246.0,145.0,85.0,26.0,184.0,9.0,86.0,20,025,967100,924.0,1.4,20025967100
1190.0,46.0,129.0,464.0,343.0,151.0,57.0,303.0,0.0,97.0,20,027,458100,1544.0,1.2974789915966387,20027458100
1362.0,45.0,360.0,643.0,252.0,50.0,12.0,750.0,152.0,409.0,20,027,458200,2628.0,1.9295154185022025,20027458200
742.0,12.0,136.0,166.0,267.0,101.0,60.0,183.0,19.0,55.0,20,029,977100,987.0,1.330188679245283,20029977100
597.0,0.0,152.0,316.0,90.0,6.0,33.0,388.0,51.0,237.0,20,029,977200,1273.0,2.1323283082077054,20029977200
781.0,0.0,158.0,338.0,204.0,66.0,15.0,394.0,22.0,194.0,20,029,977300,1391.0,1.7810499359795136,20029977300
497.0,6.0,67.0,177.0,131.0,77.0,39.0,51.0,2.0,5.0,20,029,977400,549.0,1.1046277665995976,20029977400
968.0,16.0,142.0,282.0,285.0,187.0,56.0,207.0,11.0,59.0,20,031,966100,1229.0,1.2696280991735538,20031966100
1005.0,18.0,118.0,340.0,328.0,153.0,48.0,197.0,9.0,96.0,20,031,966200,1289.0,1.2825870646766169,20031966200
706.0,24.0,136.0,315.0,146.0,33.0,52.0,409.0,117.0,160.0,20,031,966300,1368.0,1.9376770538243626,20031966300
633.0,0.0,188.0,204.0,135.0,48.0,58.0,211.0,25.0,118.0,20,033,967600,987.0,1.5592417061611374,20033967600
960.0,26.0,111.0,275.0,258.0,220.0,70.0,159.0,2.0,53.0,20,035,493100,1148.0,1.1958333333333333,20035493100
900.0,6.0,103.0,312.0,296.0,134.0,49.0,192.0,7.0,83.0,20,035,493200,1176.0,1.3066666666666666,20035493200
853.0,11.0,167.0,295.0,240.0,99.0,41.0,103.0,0.0,18.0,20,035,493300,963.0,1.1289566236811255,20035493300
608.0,0.0,168.0,231.0,136.0,40.0,33.0,295.0,46.0,195.0,20,035,493400,1144.0,1.881578947368421,20035493400
837.0,9.0,168.0,375.0,213.0,30.0,42.0,752.0,108.0,425.0,20,035,493500,2113.0,2.5244922341696534,20035493500
947.0,15.0,309.0,287.0,211.0,75.0,50.0,610.0,182.0,246.0,20,035,493600,1970.0,2.0802534318901795,20035493600
939.0,10.0,453.0,232.0,152.0,58.0,34.0,531.0,49.0,357.0,20,035,493700,1866.0,1.987220447284345,20035493700
1152.0,51.0,266.0,501.0,132.0,74.0,128.0,509.0,20.0,293.0,20,035,493800,1923.0,1.6692708333333333,20035493800
1164.0,2.0,258.0,363.0,310.0,147.0,84.0,102.0,0.0,57.0,20,035,493900,1321.0,1.1348797250859106,20035493900
422.0,12.0,87.0,152.0,101.0,51.0,19.0,410.0,129.0,181.0,20,035,494000,1130.0,2.677725118483412,20035494000
366.0,5.0,117.0,159.0,43.0,38.0,4.0,206.0,19.0,125.0,20,035,494100,711.0,1.9426229508196722,20035494100
1291.0,16.0,290.0,504.0,282.0,139.0,60.0,486.0,53.0,198.0,20,037,956600,2012.0,1.5584817970565452,20037956600
1117.0,15.0,249.0,289.0,365.0,114.0,85.0,178.0,35.0,54.0,20,037,956700,1369.0,1.225604297224709,20037956700
695.0,18.0,163.0,252.0,182.0,56.0,24.0,543.0,42.0,287.0,20,037,956800,1549.0,2.228776978417266,20037956800
1155.0,35.0,290.0,438.0,261.0,101.0,30.0,560.0,15.0,339.0,20,037,956900,2034.0,1.761038961038961,20037956900
1228.0,7.0,194.0,730.0,225.0,51.0,21.0,351.0,85.0,158.0,20,037,957000,1815.0,1.478013029315961,20037957000
449.0,32.0,112.0,177.0,115.0,13.0,0.0,587.0,135.0,329.0,20,037,957100,1468.0,3.269487750556793,20037957100
598.0,10.0,256.0,222.0,84.0,26.0,0.0,428.0,100.0,200.0,20,037,957200,1316.0,2.20066889632107,20037957200
632.0,0.0,120.0,208.0,118.0,82.0,104.0,568.0,99.0,338.0,20,037,957300,1637.0,2.5901898734177213,20037957300
629.0,23.0,246.0,223.0,40.0,71.0,26.0,359.0,11.0,164.0,20,037,957400,1140.0,1.8124006359300477,20037957400
316.0,83.0,86.0,120.0,27.0,0.0,0.0,801.0,247.0,349.0,20,037,957500,1630.0,5.158227848101266,20037957500
715.0,0.0,78.0,369.0,105.0,100.0,63.0,850.0,86.0,433.0,20,037,957601,2084.0,2.9146853146853147,20037957601
231.0,0.0,49.0,108.0,52.0,22.0,0.0,745.0,260.0,230.0,20,037,957602,1466.0,6.346320346320346,20037957602
1012.0,18.0,221.0,397.0,194.0,106.0,76.0,292.0,26.0,180.0,20,039,951300,1492.0,1.4743083003952568,20039951300
1304.0,19.0,144.0,535.0,331.0,154.0,121.0,284.0,52.0,118.0,20,041,084100,1739.0,1.3335889570552146,20041084100
704.0,61.0,97.0,252.0,152.0,98.0,44.0,133.0,20.0,66.0,20,041,084200,862.0,1.2244318181818181,20041084200
973.0,21.0,184.0,433.0,141.0,129.0,65.0,202.0,0.0,88.0,20,041,084300,1242.0,1.276464542651593,20041084300
1365.0,17.0,251.0,474.0,496.0,88.0,39.0,707.0,127.0,316.0,20,041,084400,2498.0,1.83003663003663,20041084400
832.0,10.0,99.0,324.0,191.0,123.0,85.0,216.0,13.0,109.0,20,041,084500,1160.0,1.3942307692307692,20041084500
677.0,11.0,155.0,198.0,238.0,60.0,15.0,322.0,37.0,184.0,20,041,084600,1209.0,1.7858197932053175,20041084600
497.0,9.0,87.0,157.0,157.0,55.0,32.0,150.0,14.0,66.0,20,043,020100,718.0,1.4446680080482897,20043020100
745.0,13.0,149.0,208.0,271.0,61.0,43.0,166.0,36.0,85.0,20,043,020200,1019.0,1.367785234899329,20043020200
914.0,12.0,191.0,445.0,159.0,74.0,33.0,313.0,51.0,187.0,20,043,020300,1453.0,1.5897155361050328,20043020300
776.0,50.0,163.0,356.0,116.0,55.0,36.0,385.0,92.0,78.0,20,045,000100,1281.0,1.6507731958762886,20045000100
683.0,27.0,208.0,395.0,18.0,35.0,0.0,245.0,49.0,64.0,20,045,000201,1014.0,1.4846266471449487,20045000201
966.0,0.0,362.0,331.0,191.0,16.0,66.0,1581.0,94.0,845.0,20,045,000202,3486.0,3.608695652173913,20045000202
34.0,0.0,23.0,11.0,0.0,0.0,0.0,1593.0,271.0,575.0,20,045,000301,2473.0,72.73529411764706,20045000301
158.0,0.0,5.0,74.0,51.0,28.0,0.0,968.0,27.0,556.0,20,045,000302,1709.0,10.816455696202532,20045000302
10.0,0.0,0.0,4.0,6.0,0.0,0.0,72.0,23.0,36.0,20,045,000400,141.0,14.1,20045000400
500.0,0.0,199.0,240.0,37.0,24.0,0.0,1005.0,36.0,580.0,20,045,000501,2121.0,4.242,20045000501
641.0,0.0,217.0,277.0,129.0,18.0,0.0,1432.0,119.0,825.0,20,045,000502,3017.0,4.7067082683307335,20045000502
2053.0,16.0,213.0,1318.0,365.0,102.0,39.0,854.0,60.0,615.0,20,045,000602,3566.0,1.7369702873843156,20045000602
1910.0,23.0,337.0,988.0,462.0,57.0,43.0,2570.0,167.0,1518.0,20,045,000603,6142.0,3.2157068062827223,20045000603
1255.0,13.0,276.0,598.0,307.0,61.0,0.0,795.0,137.0,415.0,20,045,000604,2589.0,2.0629482071713148,20045000604
1164.0,0.0,150.0,479.0,397.0,124.0,14.0,565.0,202.0,168.0,20,045,000701,2099.0,1.8032646048109966,20045000701
754.0,21.0,146.0,434.0,139.0,14.0,0.0,667.0,46.0,273.0,20,045,000703,1719.0,2.279840848806366,20045000703
613.0,0.0,216.0,263.0,25.0,88.0,21.0,1145.0,207.0,525.0,20,045,000704,2490.0,4.061990212071779,20045000704
1156.0,25.0,333.0,650.0,77.0,51.0,20.0,917.0,73.0,295.0,20,045,000797,2416.0,2.0899653979238755,20045000797
916.0,1.0,209.0,447.0,175.0,71.0,13.0,2312.0,69.0,996.0,20,045,000801,4292.0,4.685589519650655,20045000801
810.0,21.0,175.0,462.0,105.0,47.0,0.0,1647.0,224.0,715.0,20,045,000802,3375.0,4.166666666666667,20045000802
239.0,0.0,30.0,178.0,31.0,0.0,0.0,603.0,100.0,105.0,20,045,000902,1047.0,4.380753138075314,20045000902
312.0,17.0,28.0,195.0,28.0,44.0,0.0,493.0,35.0,237.0,20,045,000903,1060.0,3.3974358974358974,20045000903
410.0,0.0,83.0,321.0,0.0,6.0,0.0,1857.0,186.0,1163.0,20,045,000904,3616.0,8.819512195121952,20045000904
728.0,12.0,243.0,347.0,102.0,17.0,7.0,247.0,18.0,40.0,20,045,001001,1021.0,1.4024725274725274,20045001001
1592.0,33.0,494.0,757.0,213.0,63.0,32.0,842.0,22.0,266.0,20,045,001002,2689.0,1.689070351758794,20045001002
638.0,18.0,49.0,252.0,167.0,100.0,52.0,54.0,0.0,13.0,20,045,001201,687.0,1.0768025078369905,20045001201
1874.0,51.0,263.0,750.0,565.0,169.0,76.0,762.0,18.0,334.0,20,045,001202,2937.0,1.5672358591248665,20045001202
1732.0,45.0,238.0,737.0,391.0,207.0,114.0,652.0,111.0,181.0,20,045,001203,2631.0,1.5190531177829099,20045001203
1902.0,9.0,193.0,643.0,578.0,210.0,269.0,173.0,0.0,45.0,20,045,001400,2111.0,1.1098843322818086,20045001400
843.0,7.0,116.0,345.0,264.0,64.0,47.0,154.0,0.0,57.0,20,045,001500,1047.0,1.2419928825622777,20045001500
510.0,5.0,91.0,202.0,115.0,51.0,46.0,105.0,8.0,23.0,20,047,969600,641.0,1.2568627450980392,20047969600
486.0,29.0,197.0,190.0,60.0,4.0,6.0,150.0,2.0,76.0,20,047,969700,685.0,1.4094650205761317,20047969700
788.0,37.0,200.0,280.0,154.0,88.0,29.0,217.0,41.0,74.0,20,049,965100,1083.0,1.3743654822335025,20049965100
